Statement Analysis
Query,Full Table Scan,Executed (#),Errors (#),Warnings (#),Total Time,Max Time,Avg Time,Rows Sent (#),Avg. Rows Sent (#),Rows Scanned (#),Avg. Rows Scanned (#),Temp. Tables (#),Temp. Disk Tables (#),Rows Sorted (#),Sort Merge Passes (#),Digest
SHOW INDEX FROM `icpsr_03088` . `adss_data_part4`,,1,0,0,1859.43,1859.43,1859.43,2,2.0,356,356.0,1,0,2,0,8fcea09f77ee853e8b68edbe333fec3bb6d74a4d4928c887ca15583ede439252
SHOW PROCEDURE STATUS WHERE `Db` = ?,,1,0,0,1846.73,1846.73,1846.73,0,0.0,2,2.0,0,0,0,0,cbc301da493d6b465340bd346910730ee04459290e7cb9d392d71de4e8fea677
"EXPLAIN SELECT `c` . `c_mktsegment` , COUNT ( `o` . `o_orderkey` ) AS `num_orders` , SUM ( `li` . `l_quantity` ) AS `total_quantity` , SUM ( `li` . `l_extendedprice` ) AS `total_price` FROM `lineitem` `li` JOIN `orders` `o` ON `li` . `l_orderkey` = `o` . `o_orderkey` JOIN `customer` `c` ON `o` . `o_custkey` = `c` . `c_custkey` WHERE `li` . `l_commitdate` BETWEEN ? AND ? GROUP BY `c` . `c_mktsegment`",,2,0,18,1836.93,984.01,918.46,6,3.0,0,0.0,0,0,0,0,2938aed5766e062b6a55af6a85a3322ad7c6cdebed00851edc79a666fd1fe3cb
SHOW INDEX FROM `londonndtms` . `ndtms`,,1,0,0,1800.22,1800.22,1800.22,1,1.0,165,165.0,1,0,1,0,41d1fe7a75aeb6c34cf78dedecb0a321e13a094ec9939da552347dd0bcb3955f
SHOW FIELDS FROM `mysql` . `tables_priv` LIKE ?,,1,0,0,1786.93,1786.93,1786.93,1,1.0,16,16.0,1,0,1,0,8cc92df66b055fb1d2f042aaabaf09e6d92b5f57663a7856789456f48c0c44cb
SHOW FULL FIELDS FROM `tpch` . `region`,,1,0,0,1746.03,1746.03,1746.03,3,3.0,17,17.0,1,0,3,0,3d2a17533c8f12ccaa3400c5e245926b1e9c7e7c3096d1f71a7279f6ed21f3b4
SHOW FULL TABLES FROM `icpsr_03088` WHERE `Tables_in_icpsr_03088` = ? AND `Table_type` != ?,,1,0,0,1717.52,1717.52,1717.52,0,0.0,2,2.0,0,0,0,0,efc4a2d524b9ee20291990b1e0a3c181541d5e428f9222afffcf2f1eeb6c1c46
SHOW FULL FIELDS FROM `tpch` . `orders`,,1,0,0,1706.12,1706.12,1706.12,9,9.0,41,41.0,1,0,9,0,4f56bff0bf7748d1df9766ee96240e6b27bbabad3688be2162b6e030b0282cfd
SHOW FULL FIELDS FROM `tpch` . `lineitem`,,1,0,0,1654.92,1654.92,1654.92,16,16.0,69,69.0,1,0,16,0,6432c78788b8396bb36f997df327db7e3afdda54ec06f7d6f7a33d5a7897530d
SHOW TABLES FROM `cdcyrbss` LIKE ?,,1,0,0,1644.72,1644.72,1644.72,0,0.0,2,2.0,0,0,0,0,8650aae759b4ce15e08313565e4fc8c7a3d737efd71263304cc5c7356a341dd0
SHOW FULL TABLES FROM `icpsr_03088`,,1,0,0,1607.92,1607.92,1607.92,1,1.0,5,5.0,0,0,1,0,068888de14672921d12a36d4f9c1eceee611cf4a134d72c0d4c8a2426865b4b7
SHOW TABLES FROM `cdcyrbss` LIKE ?,,1,0,0,1562.22,1562.22,1562.22,0,0.0,3,3.0,0,0,0,0,8650aae759b4ce15e08313565e4fc8c7a3d737efd71263304cc5c7356a341dd0
"SELECT `partition_name` , `subpartition_name` , `partition_ordinal_position` , `subpartition_ordinal_position` , `partition_method` , `subpartition_method` , `partition_expression` , `subpartition_expression` , `partition_description` , `table_rows` , `avg_row_length` , `data_length` , `max_data_length` , `index_length` , `create_time` , `update_time` , `check_time` FROM `information_schema` . `partitions` WHERE `TABLE_SCHEMA` = ? AND TABLE_NAME = ? AND `PARTITION_NAME` IS NOT NULL ORDER BY `PARTITION_NAME`",,1,0,0,1560.92,1560.92,1560.92,0,0.0,0,0.0,0,0,0,0,591d33721ee0f8906456cecd1e01025bf471e742cf1706b30d4209b1cc464ea8
SELECT @@SESSION . `sql_mode`,,8,0,0,1545.92,335.20,193.24,8,1.0,8,1.0,0,0,0,0,e150be6761e6ac2a779221373cbd94529f93c7208964fb12b7503ae236e911f7
SHOW TRIGGERS FROM `londonndtms` LIKE ?,*,1,0,0,1473.72,1473.72,1473.72,0,0.0,14,14.0,1,0,0,0,7c55d675a62de673d143c5beb174a9b725c0d8130c0a9dd989594f00555d737a
SHOW FULL FIELDS FROM `tpch` . `part`,,1,0,0,1448.92,1448.92,1448.92,9,9.0,41,41.0,1,0,9,0,9f208c8531ca1b482130facca19b643db1286c9b82994d7eb01ae4b48260eb12
SHOW FULL TABLES FROM `analytics_db`,,1,0,0,1423.62,1423.62,1423.62,0,0.0,2,2.0,0,0,0,0,e406f8f3bcae7f5a1bc00c918f4714c9932eee29c117bd2ae765c9a352ebd0d0
SELECT @@`lower_case_table_names`,,4,0,0,1420.22,815.21,355.05,4,1.0,4,1.0,0,0,0,0,1da3a196185b678ecb9d76f22b1efe1ad4983d6b48955f16315e02da05f3d0e8
SHOW FULL TABLES FROM `dawn`,,1,0,0,1400.22,1400.22,1400.22,0,0.0,2,2.0,0,0,0,0,11fb7a2b7f2474384abb82edc776840353eae0e5afd365667faf19a06734c5f6
SHOW CREATE SCHEMA `mysql`,,5,0,0,1386.82,830.51,277.36,0,0.0,0,0.0,0,0,0,0,26368af34ecddbbaa3ec737b88433afcafd4f5e97df3a398b5b074e718d5834f
SET @@SESSION . `autocommit` = OFF,,11,0,0,1375.81,175.50,125.07,0,0.0,0,0.0,0,0,0,0,fb6271cf7207f96f89a89e7a764bfc1279f42b196a389b5de9e3bb447bec871c
SHOW FUNCTION STATUS WHERE `Db` = ?,,1,0,0,1360.32,1360.32,1360.32,0,0.0,2,2.0,0,0,0,0,1023723dae12e40234921687402e70f60d7a8b233a3da73a4e46b38e0feb23a9
SELECT CURRENT_USER ( ),,10,0,0,1348.02,202.00,134.80,10,1.0,10,1.0,0,0,0,0,3eff569d77bf7e2ccb14bd593a390e6187f054f1435d6bed2f3b547f827e8992
SHOW TRIGGERS FROM `dawn` LIKE ?,*,1,0,0,1336.02,1336.02,1336.02,0,0.0,14,14.0,1,0,0,0,a471ce9eb46003c49c039937e24a363385dfe95bc4dd8eab8a90232ea0f13d54
SHOW FULL TABLES FROM `cdcyrbss`,,1,0,0,1323.82,1323.82,1323.82,1,1.0,5,5.0,0,0,1,0,620864bed046432491da9e8ee8d4669fadaac8f28e6bc3e01c332a6a09c6a34a
SHOW FULL FIELDS FROM `tpch` . `supplier`,,1,0,0,1295.42,1295.42,1295.42,7,7.0,33,33.0,1,0,7,0,03925aa8aadb5914dcb54c08b088e9dea1112ce868577c4eb3d29c473e1f6695
SELECT `st` . * FROM `performance_schema` . `events_stages_history_long` `st` WHERE `st` . `nesting_event_id` = ?,*,4,0,0,1270.92,354.61,317.73,0,0.0,0,0.0,0,0,0,0,38ab808b1a73a9d4a0cd3dd87d741ef210a26d49ad8f262c92173ac348672be3
SHOW SCHEMAS,,1,0,0,1248.42,1248.42,1248.42,8,8.0,33,33.0,0,0,8,0,dbea8921b559b8cdd4976d57d70304daa8a242fbbfe6df94427006b54ead6b0f
SHOW CREATE TABLE `londonndtms` . `ndtms`,,1,0,0,1194.72,1194.72,1194.72,0,0.0,0,0.0,0,0,0,0,deba971806c17efe6ad48b36ddd9a923b5e148a9b84e58d6e121ebccda18551f
"SELECT TABLE_NAME NAME , `SECURITY_TYPE` ? FROM `information_schema` . `VIEWS` WHERE `TABLE_SCHEMA` = ? ORDER BY TABLE_NAME",,1,0,0,1182.42,1182.42,1182.42,0,0.0,3,3.0,0,0,0,0,29b509a7991bf5aa117a88e12bea8c1b2699d76d621ab67523b186faa7de97bf
SHOW FULL FIELDS FROM `tpch` . `region`,,1,0,0,1159.12,1159.12,1159.12,3,3.0,17,17.0,1,0,3,0,3d2a17533c8f12ccaa3400c5e245926b1e9c7e7c3096d1f71a7279f6ed21f3b4
SELECT `st` . * FROM `performance_schema` . `events_waits_history_long` `st` WHERE `st` . `nesting_event_id` = ?,*,4,0,0,1151.92,423.31,287.98,0,0.0,0,0.0,0,0,0,0,e2d8fd23be9b829c53381c11c053388a27bacc090dbe669b724641065e50b6c9
SHOW FULL TABLES FROM `icpsr_03088` WHERE `Tables_in_icpsr_03088` = ? AND `Table_type` = ?,,1,0,0,1140.21,1140.21,1140.21,0,0.0,2,2.0,0,0,0,0,4b257681e5d78029f0b77d1221ebee0a890a8fa31a87d942455ce1a46d4f5170
SHOW CREATE SCHEMA `dawn`,,7,0,0,1120.32,330.21,160.04,0,0.0,0,0.0,0,0,0,0,1ae0de94064032cead77ebecf9f932d53bd4a85959a7bda39becbe08a7179a3c
DEALLOCATE PREPARE `stmt`,,1,1,0,1040.32,1040.32,1040.32,0,0.0,0,0.0,0,0,0,0,04bb606f5dcfc5a96683c5f930d785fd49efd0d51ea2ade4eed5dfaf18af9ae9
SELECT @@`version_comment` LIMIT ?,,1,0,0,1028.21,1028.21,1028.21,1,1.0,1,1.0,0,0,0,0,44e35cee979ba420eb49a8471f852bbe15b403c89742704817dfbaace0d99dbb
DROP TABLE `adss_data_part3`,,1,1,0,1012.71,1012.71,1012.71,0,0.0,0,0.0,0,0,0,0,6f2fc4004e844f7dced62dd90463419f2bb21d1f6b010ebd2756adea2e469905
"CREATE INDEX `idx_lineitem_commitdate_orderkey` ON `lineitem` ( `l_commitdate` , `l_orderkey` )",,1,1,0,1007.12,1007.12,1007.12,0,0.0,0,0.0,0,0,0,0,fb56a55c73ab3de97e53b82981548da00458e157e7af172cd054db2d6de32d5e
SELECT `st` . * FROM `performance_schema` . `events_statements_current` `st` JOIN `performance_schema` . `threads` `thr` ON `thr` . `thread_id` = `st` . `thread_id` WHERE `thr` . `processlist_id` = ?,,2,0,0,997.41,508.11,498.71,2,1.0,4,2.0,0,0,0,0,b31742f7d23c9cd7e41466837a9bf595201427497601718ac456e68040146a54
"SELECT * FROM `londonndtms` . `ndtms` LIMIT ?, ...",*,2,0,0,964.61,527.51,482.31,0,0.0,0,0.0,0,0,0,0,1e8a7068e367fc96a688838a9f84dd11bd4c0222a0fcb4ba6579b800be0d00f3
SHOW SCHEMAS,,1,0,0,951.01,951.01,951.01,8,8.0,33,33.0,0,0,8,0,dbea8921b559b8cdd4976d57d70304daa8a242fbbfe6df94427006b54ead6b0f
"SELECT TABLE_NAME NAME , `SECURITY_TYPE` ? FROM `information_schema` . `VIEWS` WHERE `TABLE_SCHEMA` = ? ORDER BY TABLE_NAME",,1,0,0,924.31,924.31,924.31,0,0.0,3,3.0,0,0,0,0,29b509a7991bf5aa117a88e12bea8c1b2699d76d621ab67523b186faa7de97bf
SHOW CREATE SCHEMA `tpch`,,5,0,0,888.61,382.70,177.72,0,0.0,0,0.0,0,0,0,0,eba705badeeb952f0a53a246a0e4b0f648149a16f0de7cddae42ceea26dae4ed
SHOW SLAVE STATUS FOR CHANNEL ?,,1,1,0,875.61,875.61,875.61,0,0.0,0,0.0,0,0,0,0,66cc4e9580f769854606ee43c503be72f0b422450f68c75181d8e3480ebd01ee
SET NAMES ? COLLATE ?,,4,0,0,837.81,253.60,209.45,0,0.0,0,0.0,0,0,0,0,52eaff6a7819ec096aa8c71501acd23ef138f2a775fc2827cc34ed7d77fa3e3d
SELECT `sys_version` FROM `sys` . `version`,,2,0,0,820.11,450.01,410.06,2,1.0,4,2.0,2,0,0,0,d5483ab0e1343735b239e0f1cc57afef113d12d8617735410de021863b37725d
"SELECT `CONCAT` ( `Db` , ? , TABLE_NAME , ? , COLUMN_NAME ) AS `scope` , SYSTEM_USER , HOST , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Column_priv` ) = ?, ... ) AS ? FROM `mysql` . `columns_priv` WHERE `Db` LIKE ? AND TABLE_NAME LIKE ?",*,1,0,0,801.31,801.31,801.31,0,0.0,0,0.0,0,0,0,0,bee6be76b8a711fc358c9ce8359567fc88343ee8066a30a679d0ace9321f54be
SELECT @@SESSION . `sql_mode`,,4,0,0,784.41,224.80,196.10,4,1.0,4,1.0,0,0,0,0,e150be6761e6ac2a779221373cbd94529f93c7208964fb12b7503ae236e911f7
"SELECT `u` . `Select_priv` , `u` . `Insert_priv` , `u` . `Update_priv` , `u` . `Delete_priv` , `u` . `Create_priv` , `u` . `Drop_priv` , `u` . `Reload_priv` , `u` . `Shutdown_priv` , `u` . `Process_priv` , `u` . `File_priv` , `u` . `Grant_priv` , `u` . `References_priv` , `u` . `Index_priv` , `u` . `Alter_priv` , `u` . `Show_db_priv` , `u` . `Super_priv` , `u` . `Create_tmp_table_priv` , `u` . `Lock_tables_priv` , `u` . `Execute_priv` , `u` . `Repl_slave_priv` , `u` . `Repl_client_priv` , `u` . `Create_view_priv` , `u` . `Show_view_priv` , `u` . `Create_routine_priv` , `u` . `Alter_routine_priv` , `u` . `Create_user_priv` , `u` . `Event_priv` , `u` . `Trigger_priv` , `u` . `Create_tablespace_priv` , `i` . `REPL_THUMBPRINT` FROM `mysql` . `user` `u` LEFT JOIN `mysql` . `__az_replica_information__` `i` ON `i` . `USER` = `u` . `User` WHERE `u` . `User` = ? AND HOST = ?",,1,0,0,776.71,776.71,776.71,0,0.0,0,0.0,0,0,0,0,1f5fc6f27b00d71fcdffad6b4f3627fecdc9654e17f29c9ac4d102b5168d90e3
SELECT ?,,4,0,0,765.61,230.20,191.40,4,1.0,4,1.0,0,0,0,0,d1b44b0c19af710b5a679907e284acd2ddc285201794bc69a2389d77baedddae
"SELECT ? AS `scope` , SYSTEM_USER , HOST , `Select_priv` AS ? , `Insert_priv` AS ? , `Update_priv` AS ? , `Delete_priv` AS ? , `Create_priv` AS ? , `Drop_priv` AS ? , `Grant_priv` AS ? , `References_priv` AS ? , `Index_priv` AS ? , `Alter_priv` AS ? , `Create_View_priv` AS ? , `Show_view_priv` AS ? , `Trigger_priv` AS ? FROM `mysql` . `user` WHERE `Select_priv` = ? OR `Insert_priv` = ? OR `Update_priv` = ? OR `Delete_priv` = ? OR `Create_priv` = ? OR `Drop_priv` = ? OR `Grant_priv` = ? OR `References_priv` = ? OR `Index_priv` = ? OR `Alter_priv` = ? OR `Create_View_priv` = ? OR `Show_view_priv` = ? OR `Trigger_priv` = ?",*,1,0,0,701.51,701.51,701.51,4,4.0,6,6.0,0,0,0,0,138698999be51a1201f3e95c6c466344d5407a1cda606011b12391da7c0310c0
SHOW CREATE SCHEMA `performance_schema`,,5,0,0,697.01,199.81,139.40,0,0.0,0,0.0,0,0,0,0,da8b9599b10e3d73d469142f0ae16ae448df92365f2d686ba941256a953f2e0b
SHOW CREATE SCHEMA `analytics_db`,,1,0,0,685.91,685.91,685.91,0,0.0,0,0.0,0,0,0,0,46b97efc09a496bf5c4d228e4ad2294b05f17d6761cf915b62b270d8efd209dc
SHOW CREATE SCHEMA `londonndtms`,,2,0,0,683.41,401.81,341.70,0,0.0,0,0.0,0,0,0,0,439227d9950f54f3a11e629722d514122f0b845d076b0c24c00524671b988759
SHOW CREATE SCHEMA `sys`,,5,0,0,642.51,162.90,128.50,0,0.0,0,0.0,0,0,0,0,22498b9939c33193ceb6d0078386c2d188f8af4d5a300b7cbe9a657505951956
USE `londonndtms`,,2,0,0,617.41,439.61,308.70,0,0.0,0,0.0,0,0,0,0,5b7acdc4400a9f28520fd0a513859f0b937b7591956c9235e7b663b1898231ef
SET `foreign_key_checks` = @?,,1,0,0,606.61,606.61,606.61,0,0.0,0,0.0,0,0,0,0,a86dd8fc6ce936547217911b998cb5098c086fb1625a7a617b363a2d83e8b332
SELECT @@`version` `server_version`,,2,0,0,595.11,387.51,297.55,2,1.0,2,1.0,0,0,0,0,c12cf0e4153bb0056fd8c83368acf00124d4f37b93407100be92d161e6d99167
SHOW CREATE SCHEMA `icpsr_03088`,,5,0,0,594.31,174.00,118.86,0,0.0,0,0.0,0,0,0,0,13ba6c68174bfeff9eeba9e87911ac8bf021ccc418bb33ea18abe8ca9ba19e39
STOP SLAVE,,1,0,2,559.51,559.51,559.51,0,0.0,0,0.0,0,0,0,0,8070cdbb4e78e255849f621eaff03c4efa30791f4ec195302c5c901ebde7329d
SHOW CREATE SCHEMA `cdcyrbss`,,2,0,0,548.21,375.61,274.10,0,0.0,0,0.0,0,0,0,0,e6dbce2779e487fa45cc59fd602d4c998eb1da7f02d4efc6e72de94e0d9c302b
"SELECT `CONCAT` ( `Db` , ? , TABLE_NAME ) AS `scope` , SYSTEM_USER , HOST , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? , IF ( `FIND_IN_SET` ( ? , `Table_priv` ) = ?, ... ) AS ? FROM `mysql` . `tables_priv` WHERE ? LIKE `Db` AND ? LIKE TABLE_NAME",*,1,0,0,542.21,542.21,542.21,0,0.0,2,2.0,0,0,0,0,7395d2c57a689a214cae7dc22ab3c77ebe3f08241b60de121d40d9030ff232ef
SELECT * FROM `adss_data_part3` LIMIT ?,,1,1,0,539.61,539.61,539.61,0,0.0,0,0.0,0,0,0,0,2e2657aa8278a3688116f00e8cb4980f53731fc08ae82255c9fa0b24c109822f
SHOW CREATE SCHEMA `cdcyrbss`,,5,0,0,538.21,177.00,107.64,0,0.0,0,0.0,0,0,0,0,e6dbce2779e487fa45cc59fd602d4c998eb1da7f02d4efc6e72de94e0d9c302b
SHOW CREATE SCHEMA `icpsr_03088`,,2,0,0,534.71,401.11,267.35,0,0.0,0,0.0,0,0,0,0,13ba6c68174bfeff9eeba9e87911ac8bf021ccc418bb33ea18abe8ca9ba19e39
SET @@SESSION . `autocommit` = OFF,,4,0,0,497.40,217.50,124.35,0,0.0,0,0.0,0,0,0,0,fb6271cf7207f96f89a89e7a764bfc1279f42b196a389b5de9e3bb447bec871c
SELECT `st` . * FROM `performance_schema` . `events_waits_history_long` `st` WHERE `st` . `nesting_event_id` = ?,*,2,0,0,491.21,284.00,245.60,0,0.0,0,0.0,0,0,0,0,e2d8fd23be9b829c53381c11c053388a27bacc090dbe669b724641065e50b6c9
"SELECT `Db` AS `scope` , SYSTEM_USER , HOST , `Select_priv` AS ? , `Insert_priv` AS ? , `Update_priv` AS ? , `Delete_priv` AS ? , `Create_priv` AS ? , `Drop_priv` AS ? , `Grant_priv` AS ? , `References_priv` AS ? , `Index_priv` AS ? , `Alter_priv` AS ? , `Create_View_priv` AS ? , `Show_view_priv` AS ? , `Trigger_priv` AS ? FROM `mysql` . `db` WHERE ? LIKE `db`",*,1,0,0,481.51,481.51,481.51,0,0.0,3,3.0,0,0,0,0,3f404640e90c959b7ae5de8424b8f95e570e615e61a0f22ad4d45a48e84191b7
SELECT `st` . * FROM `performance_schema` . `events_stages_history_long` `st` WHERE `st` . `nesting_event_id` = ?,*,2,0,0,467.41,236.20,233.70,0,0.0,0,0.0,0,0,0,0,38ab808b1a73a9d4a0cd3dd87d741ef210a26d49ad8f262c92173ac348672be3
SHOW CREATE SCHEMA `information_schema`,,5,0,0,453.41,124.30,90.68,0,0.0,0,0.0,0,0,0,0,086f32ce4975d78e095b33bdaf9175bb0e652232e931c437559c0c31ee1f41b3
SHOW CREATE TABLE `icpsr_03088` . `adss_data_part4`,,1,1,0,450.11,450.11,450.11,0,0.0,0,0.0,0,0,0,0,6517827cfe707ff7e4e3231b31bf70c96d1215c66e6b0d5deb6d247662b82f93
SET `transaction_read_only` = OFF,,5,0,0,427.51,159.50,85.50,0,0.0,0,0.0,0,0,0,0,6aa77a0100f7141a2eb85c1427a41da4bd89816d7b2857e39616946b0643eb5e
"SELECT * FROM `icpsr_03088` . `dataset` LIMIT ?, ...",*,1,0,0,425.21,425.21,425.21,0,0.0,0,0.0,0,0,0,0,6eeac91d3306d902fb88e4bc425b753f3480dfb68a6da931d953174e8eb0c37b
SET NAMES ? COLLATE ?,,2,0,0,416.70,219.00,208.35,0,0.0,0,0.0,0,0,0,0,52eaff6a7819ec096aa8c71501acd23ef138f2a775fc2827cc34ed7d77fa3e3d
USE `cdcyrbss`,,3,0,0,407.00,248.70,135.67,0,0.0,0,0.0,0,0,0,0,959ab4b4c481b42a3e625caaf8652fb30344e7a382a7e86b5771d229690d08ab
"SELECT SYSTEM_USER , `REPL_THUMBPRINT` FROM `mysql` . `__az_replica_information__`",*,1,0,0,394.50,394.50,394.50,1,1.0,1,1.0,0,0,0,0,db6aa0869d5bbda18273e9a309ebe596216a0e2fe064436c52ad7bb229846d2a
SELECT @@SESSION . `sql_mode`,,2,0,0,363.30,186.80,181.65,2,1.0,2,1.0,0,0,0,0,e150be6761e6ac2a779221373cbd94529f93c7208964fb12b7503ae236e911f7
SELECT @@`performance_schema`,,2,0,0,353.70,187.70,176.85,2,1.0,2,1.0,0,0,0,0,48d06d86b583ece1b6a7ac4a0e7f258d15266bea0382ff8de286e65fbf284384
SET `time_zone` = ?,,5,0,0,344.00,100.40,68.80,0,0.0,0,0.0,0,0,0,0,704ccdc429d4deb2cf37ec8708e8faae1c46acf5683817670906ba621a14bb85
SELECT SCHEMA ( ),,3,0,0,339.50,143.20,113.17,3,1.0,3,1.0,0,0,0,0,ce04eda080d3f5605113e1d0d47c2f20e23b091e2487ba586f07b32cda423942
USE `icpsr_03088`,,2,0,0,314.11,197.40,157.05,0,0.0,0,0.0,0,0,0,0,3b36d5a816a2152ecd77143c1681db93b018d9c1d4192fd5ca38528229566b46
USE `londonndtms`,,2,0,0,314.00,210.40,157.00,0,0.0,0,0.0,0,0,0,0,5b7acdc4400a9f28520fd0a513859f0b937b7591956c9235e7b663b1898231ef
USE `londonndtms`,,2,0,0,305.40,168.90,152.70,0,0.0,0,0.0,0,0,0,0,5b7acdc4400a9f28520fd0a513859f0b937b7591956c9235e7b663b1898231ef
USE `cdcyrbss`,,2,0,0,287.20,146.30,143.60,0,0.0,0,0.0,0,0,0,0,959ab4b4c481b42a3e625caaf8652fb30344e7a382a7e86b5771d229690d08ab
SET `autocommit` = ?,,2,0,0,282.40,163.00,141.20,0,0.0,0,0.0,0,0,0,0,158bfe3d4b4b0a372a4acdb38affe2cb4f6b3cb21a9af0ea9fad9a9a083ac18a
SELECT ?,,1,0,0,281.50,281.50,281.50,1,1.0,1,1.0,0,0,0,0,d1b44b0c19af710b5a679907e284acd2ddc285201794bc69a2389d77baedddae
SELECT ?,,1,0,0,280.80,280.80,280.80,1,1.0,1,1.0,0,0,0,0,d1b44b0c19af710b5a679907e284acd2ddc285201794bc69a2389d77baedddae
DEALLOCATE PREPARE `stmt`,,1,0,0,273.70,273.70,273.70,0,0.0,0,0.0,0,0,0,0,04bb606f5dcfc5a96683c5f930d785fd49efd0d51ea2ade4eed5dfaf18af9ae9
SET `WAIT_TIMEOUT` = ?,,5,0,0,262.50,73.50,52.50,0,0.0,0,0.0,0,0,0,0,0dc69d28038bd004d5bdc829a6a5833bcfd734e7a8492da8e8962ffc00476df6
SET `character_set_results` = ?,,5,0,0,254.20,61.60,50.84,0,0.0,0,0.0,0,0,0,0,ee697e4b4152b6204eb23d2a055339cc8262297cf42467b78c1e241ddfcfbce3
SET NAMES ? COLLATE ?,,1,0,0,253.30,253.30,253.30,0,0.0,0,0.0,0,0,0,0,52eaff6a7819ec096aa8c71501acd23ef138f2a775fc2827cc34ed7d77fa3e3d
USE `dawn`,,2,0,0,252.80,166.70,126.40,0,0.0,0,0.0,0,0,0,0,07f8c41db73bdab58ddf82576c088990ccaddc2a1d6c01005fac01acd5e75368
SET `autocommit` = ?,,2,0,0,235.70,131.40,117.85,0,0.0,0,0.0,0,0,0,0,158bfe3d4b4b0a372a4acdb38affe2cb4f6b3cb21a9af0ea9fad9a9a083ac18a
USE `icpsr_03088`,,1,0,0,230.80,230.80,230.80,0,0.0,0,0.0,0,0,0,0,3b36d5a816a2152ecd77143c1681db93b018d9c1d4192fd5ca38528229566b46
USE `cdcyrbss`,,1,0,0,228.90,228.90,228.90,0,0.0,0,0.0,0,0,0,0,959ab4b4c481b42a3e625caaf8652fb30344e7a382a7e86b5771d229690d08ab
USE `dawn`,,2,0,0,227.90,121.40,113.95,0,0.0,0,0.0,0,0,0,0,07f8c41db73bdab58ddf82576c088990ccaddc2a1d6c01005fac01acd5e75368
SET `autocommit` = ?,,2,0,0,223.20,123.90,111.60,0,0.0,0,0.0,0,0,0,0,158bfe3d4b4b0a372a4acdb38affe2cb4f6b3cb21a9af0ea9fad9a9a083ac18a
SET @@SESSION . `autocommit` = OFF,,2,0,0,222.80,132.80,111.40,0,0.0,0,0.0,0,0,0,0,fb6271cf7207f96f89a89e7a764bfc1279f42b196a389b5de9e3bb447bec871c
SELECT @@`lower_case_table_names`,,1,0,0,186.30,186.30,186.30,1,1.0,1,1.0,0,0,0,0,1da3a196185b678ecb9d76f22b1efe1ad4983d6b48955f16315e02da05f3d0e8
USE `dawn`,,1,0,0,178.10,178.10,178.10,0,0.0,0,0.0,0,0,0,0,07f8c41db73bdab58ddf82576c088990ccaddc2a1d6c01005fac01acd5e75368
USE `icpsr_03088`,,1,0,0,177.40,177.40,177.40,0,0.0,0,0.0,0,0,0,0,3b36d5a816a2152ecd77143c1681db93b018d9c1d4192fd5ca38528229566b46
SELECT @@`lower_case_table_names`,,1,0,0,166.30,166.30,166.30,1,1.0,1,1.0,0,0,0,0,1da3a196185b678ecb9d76f22b1efe1ad4983d6b48955f16315e02da05f3d0e8
USE `LONDONNDTMS`,,1,0,0,160.90,160.90,160.90,0,0.0,0,0.0,0,0,0,0,5e9cfeebb8744e72fbbd4a1b0219ae9fefc5b7bff87872b3088cd6218a7b800d
SELECT @@`version` `server_version`,,1,0,0,151.50,151.50,151.50,1,1.0,1,1.0,0,0,0,0,c12cf0e4153bb0056fd8c83368acf00124d4f37b93407100be92d161e6d99167
DEALLOCATE PREPARE `stmt`,,1,1,0,148.70,148.70,148.70,0,0.0,0,0.0,0,0,0,0,04bb606f5dcfc5a96683c5f930d785fd49efd0d51ea2ade4eed5dfaf18af9ae9
SELECT SCHEMA ( ),,1,0,0,136.10,136.10,136.10,1,1.0,1,1.0,0,0,0,0,ce04eda080d3f5605113e1d0d47c2f20e23b091e2487ba586f07b32cda423942
USE `TPCH`,,1,0,0,129.30,129.30,129.30,0,0.0,0,0.0,0,0,0,0,9fed7d5d1a7da1ef87a389507a7d64d449f98bf7af83ddb475b3be649c01719e
SET `foreign_key_checks` = ?,,3,0,0,124.70,49.10,41.57,0,0.0,0,0.0,0,0,0,0,a60f999e7ab998d0059810b03c3778619afe90e1b99e1e37967e4dce4f312f5a
